14:57:10 [INFO] Initializing The Village...
14:57:11 [INFO] Screen: 1280x720
14:57:11 [INFO] Created new world with seed 1483737871
14:57:11 [INFO] Initialization complete
14:57:11 [INFO] Starting simulation loop
14:57:21 [DEBUG] Tick 100: pop=40, food=0.5, stability=0.66
15:10:01 [DEBUG] Tick 7700: pop=19, food=3.2, stability=0.69
15:10:11 [DEBUG] Tick 7800: pop=19, food=3.6, stability=0.69
15:10:21 [DEBUG] Tick 7900: pop=19, food=3.4, stability=0.69
15:10:31 [DEBUG] Tick 8000: pop=19, food=4.4, stability=0.69
15:10:41 [DEBUG] Tick 8100: pop=19, food=4.1, stability=0.69
15:10:51 [DEBUG] Tick 8200: pop=19, food=3.4, stability=0.69
15:11:01 [DEBUG] Tick 8300: pop=19, food=4.3, stability=0.70
15:11:11 [DEBUG] Tick 8400: pop=19, food=4.1, stability=0.69
15:11:21 [DEBUG] Tick 8500: pop=19, food=3.9, stability=0.69
15:11:31 [DEBUG] Tick 8600: pop=19, food=4.6, stability=0.69
15:11:41 [DEBUG] Tick 8700: pop=19, food=3.7, stability=0.68
15:11:51 [DEBUG] Tick 8800: pop=18, food=3.8, stability=0.68
15:12:01 [DEBUG] Tick 8900: pop=18, food=5.5, stability=0.68
15:12:11 [DEBUG] Tick 9000: pop=18, food=3.8, stability=0.67
15:12:11 [INFO] Auto-saved to saves\autosave.json
15:12:21 [DEBUG] Tick 9100: pop=18, food=4.0, stability=0.67
15:12:31 [DEBUG] Tick 9200: pop=18, food=4.0, stability=0.67
15:12:41 [DEBUG] Tick 9300: pop=17, food=3.9, stability=0.67
15:12:51 [DEBUG] Tick 9400: pop=17, food=3.7, stability=0.66
15:13:01 [DEBUG] Tick 9500: pop=17, food=4.2, stability=0.67
15:13:11 [DEBUG] Tick 9600: pop=17, food=4.2, stability=0.66
15:13:21 [DEBUG] Tick 9700: pop=17, food=4.9, stability=0.67
15:13:31 [DEBUG] Tick 9800: pop=17, food=4.0, stability=0.66
15:13:41 [DEBUG] Tick 9900: pop=17, food=4.4, stability=0.66
15:13:51 [DEBUG] Tick 10000: pop=17, food=4.9, stability=0.66
15:14:01 [DEBUG] Tick 10100: pop=17, food=5.0, stability=0.65
15:14:11 [DEBUG] Tick 10200: pop=16, food=4.7, stability=0.65
15:14:21 [DEBUG] Tick 10300: pop=16, food=4.1, stability=0.65
15:14:31 [DEBUG] Tick 10400: pop=16, food=4.2, stability=0.65
15:14:41 [DEBUG] Tick 10500: pop=16, food=4.4, stability=0.64
15:14:51 [DEBUG] Tick 10600: pop=16, food=4.3, stability=0.65
15:15:01 [DEBUG] Tick 10700: pop=15, food=3.9, stability=0.65
15:15:11 [DEBUG] Tick 10800: pop=15, food=4.6, stability=0.65
15:15:21 [DEBUG] Tick 10900: pop=15, food=4.7, stability=0.65
15:15:31 [DEBUG] Tick 11000: pop=15, food=5.4, stability=0.65
15:15:41 [DEBUG] Tick 11100: pop=15, food=4.8, stability=0.65
15:15:51 [DEBUG] Tick 11200: pop=15, food=5.0, stability=0.65
15:16:01 [DEBUG] Tick 11300: pop=15, food=4.6, stability=0.65
15:16:11 [DEBUG] Tick 11400: pop=15, food=5.0, stability=0.65
15:16:21 [DEBUG] Tick 11500: pop=15, food=4.8, stability=0.65
15:16:31 [DEBUG] Tick 11600: pop=15, food=5.0, stability=0.65
15:16:41 [DEBUG] Tick 11700: pop=15, food=4.6, stability=0.65
15:16:51 [DEBUG] Tick 11800: pop=15, food=4.9, stability=0.65
15:17:01 [DEBUG] Tick 11900: pop=15, food=4.5, stability=0.65
15:17:11 [DEBUG] Tick 12000: pop=15, food=5.4, stability=0.65
15:17:11 [INFO] Auto-saved to saves\autosave.json
15:17:21 [DEBUG] Tick 12100: pop=15, food=5.0, stability=0.65
15:17:31 [DEBUG] Tick 12200: pop=15, food=5.3, stability=0.65
15:17:41 [DEBUG] Tick 12300: pop=15, food=4.9, stability=0.65
15:17:51 [DEBUG] Tick 12400: pop=15, food=5.2, stability=0.65
15:18:01 [DEBUG] Tick 12500: pop=15, food=5.1, stability=0.65
15:18:11 [DEBUG] Tick 12600: pop=15, food=5.2, stability=0.65
15:18:21 [DEBUG] Tick 12700: pop=15, food=5.6, stability=0.65
15:18:31 [DEBUG] Tick 12800: pop=15, food=5.7, stability=0.65
15:18:41 [DEBUG] Tick 12900: pop=15, food=5.2, stability=0.65
15:18:51 [DEBUG] Tick 13000: pop=15, food=5.8, stability=0.65
15:19:01 [DEBUG] Tick 13100: pop=15, food=5.7, stability=0.65
15:19:11 [DEBUG] Tick 13200: pop=15, food=6.9, stability=0.65
15:19:21 [DEBUG] Tick 13300: pop=15, food=5.9, stability=0.65
15:19:31 [DEBUG] Tick 13400: pop=15, food=5.9, stability=0.65
15:19:41 [DEBUG] Tick 13500: pop=15, food=5.1, stability=0.65
15:19:51 [DEBUG] Tick 13600: pop=15, food=6.0, stability=0.65
15:20:01 [DEBUG] Tick 13700: pop=15, food=5.5, stability=0.65
15:20:11 [DEBUG] Tick 13800: pop=15, food=5.6, stability=0.65
15:20:21 [DEBUG] Tick 13900: pop=15, food=7.1, stability=0.65
15:20:31 [DEBUG] Tick 14000: pop=15, food=5.3, stability=0.65
15:20:41 [DEBUG] Tick 14100: pop=15, food=5.8, stability=0.65
15:20:51 [DEBUG] Tick 14200: pop=15, food=6.3, stability=0.65
15:21:01 [DEBUG] Tick 14300: pop=15, food=5.5, stability=0.65
15:21:11 [DEBUG] Tick 14400: pop=15, food=6.5, stability=0.65
15:21:21 [DEBUG] Tick 14500: pop=15, food=6.5, stability=0.65
15:21:31 [DEBUG] Tick 14600: pop=15, food=6.8, stability=0.65
15:21:41 [DEBUG] Tick 14700: pop=15, food=6.4, stability=0.65
15:21:51 [DEBUG] Tick 14800: pop=15, food=7.5, stability=0.65
15:22:01 [DEBUG] Tick 14900: pop=15, food=5.8, stability=0.65
15:22:11 [DEBUG] Tick 15000: pop=15, food=5.5, stability=0.65
15:22:11 [INFO] Auto-saved to saves\autosave.json
15:22:21 [DEBUG] Tick 15100: pop=15, food=6.3, stability=0.65
15:22:31 [DEBUG] Tick 15200: pop=15, food=6.3, stability=0.65
15:22:41 [DEBUG] Tick 15300: pop=15, food=6.6, stability=0.65
15:22:51 [DEBUG] Tick 15400: pop=15, food=6.4, stability=0.65
15:23:01 [DEBUG] Tick 15500: pop=15, food=7.9, stability=0.65
15:23:11 [DEBUG] Tick 15600: pop=15, food=6.2, stability=0.65
15:23:21 [DEBUG] Tick 15700: pop=15, food=6.2, stability=0.65
15:23:31 [DEBUG] Tick 15800: pop=15, food=5.6, stability=0.65
15:23:41 [DEBUG] Tick 15900: pop=15, food=6.4, stability=0.65
15:23:51 [DEBUG] Tick 16000: pop=15, food=6.3, stability=0.65
15:24:01 [DEBUG] Tick 16100: pop=15, food=9.2, stability=0.66
15:24:11 [DEBUG] Tick 16200: pop=15, food=5.8, stability=0.65
15:24:21 [DEBUG] Tick 16300: pop=15, food=5.9, stability=0.65
15:24:31 [DEBUG] Tick 16400: pop=15, food=9.1, stability=0.66
15:24:41 [DEBUG] Tick 16500: pop=15, food=6.4, stability=0.65
15:24:51 [DEBUG] Tick 16600: pop=15, food=6.7, stability=0.65
15:25:01 [DEBUG] Tick 16700: pop=15, food=6.9, stability=0.65
15:25:11 [DEBUG] Tick 16800: pop=15, food=16.7, stability=0.66
15:25:21 [DEBUG] Tick 16900: pop=15, food=10.5, stability=0.66
15:25:31 [DEBUG] Tick 17000: pop=15, food=10.5, stability=0.66
15:25:41 [DEBUG] Tick 17100: pop=15, food=6.8, stability=0.65
15:25:51 [DEBUG] Tick 17200: pop=15, food=7.7, stability=0.65
15:26:01 [DEBUG] Tick 17300: pop=15, food=6.0, stability=0.65
15:26:11 [DEBUG] Tick 17400: pop=15, food=7.9, stability=0.65
15:26:21 [DEBUG] Tick 17500: pop=15, food=7.2, stability=0.65
15:26:31 [DEBUG] Tick 17600: pop=15, food=6.0, stability=0.65
15:26:41 [DEBUG] Tick 17700: pop=15, food=9.7, stability=0.66
15:26:51 [DEBUG] Tick 17800: pop=15, food=14.8, stability=0.66
15:27:01 [DEBUG] Tick 17900: pop=15, food=8.7, stability=0.65
15:27:11 [DEBUG] Tick 18000: pop=15, food=8.5, stability=0.65
15:27:11 [INFO] Auto-saved to saves\autosave.json
15:27:21 [DEBUG] Tick 18100: pop=15, food=9.0, stability=0.66
15:27:31 [DEBUG] Tick 18200: pop=15, food=8.1, stability=0.65
15:27:41 [DEBUG] Tick 18300: pop=15, food=7.3, stability=0.65
15:27:51 [DEBUG] Tick 18400: pop=15, food=27.3, stability=0.68
15:28:01 [DEBUG] Tick 18500: pop=15, food=6.2, stability=0.65
15:28:11 [DEBUG] Tick 18600: pop=15, food=8.1, stability=0.65
15:28:21 [DEBUG] Tick 18700: pop=15, food=9.3, stability=0.66
15:28:31 [DEBUG] Tick 18800: pop=15, food=6.4, stability=0.65
15:28:41 [DEBUG] Tick 18900: pop=15, food=10.5, stability=0.66
15:28:51 [DEBUG] Tick 19000: pop=15, food=7.6, stability=0.65
15:29:01 [DEBUG] Tick 19100: pop=15, food=8.7, stability=0.65
15:29:11 [DEBUG] Tick 19200: pop=15, food=12.1, stability=0.66
15:29:21 [DEBUG] Tick 19300: pop=15, food=8.1, stability=0.65
15:29:31 [DEBUG] Tick 19400: pop=15, food=8.7, stability=0.65
15:29:41 [DEBUG] Tick 19500: pop=15, food=11.0, stability=0.66
15:29:51 [DEBUG] Tick 19600: pop=15, food=11.9, stability=0.66
15:30:01 [DEBUG] Tick 19700: pop=15, food=8.9, stability=0.66
15:30:11 [DEBUG] Tick 19800: pop=15, food=7.8, stability=0.65
15:30:21 [DEBUG] Tick 19900: pop=15, food=8.9, stability=0.65
15:30:31 [DEBUG] Tick 20000: pop=15, food=13.0, stability=0.66
15:30:41 [DEBUG] Tick 20100: pop=15, food=7.2, stability=0.65
15:30:51 [DEBUG] Tick 20200: pop=15, food=13.4, stability=0.66
15:31:01 [DEBUG] Tick 20300: pop=15, food=7.2, stability=0.65
15:31:11 [DEBUG] Tick 20400: pop=15, food=6.9, stability=0.65
15:31:21 [DEBUG] Tick 20500: pop=15, food=17.5, stability=0.67
15:31:31 [DEBUG] Tick 20600: pop=15, food=11.6, stability=0.66
15:31:41 [DEBUG] Tick 20700: pop=15, food=9.5, stability=0.66
15:31:51 [DEBUG] Tick 20800: pop=15, food=7.7, stability=0.65
15:32:01 [DEBUG] Tick 20900: pop=15, food=46.9, stability=0.70
15:32:11 [DEBUG] Tick 21000: pop=15, food=37.0, stability=0.69
15:32:11 [INFO] Auto-saved to saves\autosave.json
15:32:21 [DEBUG] Tick 21100: pop=15, food=86.3, stability=0.75
15:32:31 [DEBUG] Tick 21200: pop=16, food=146.3, stability=0.84
15:32:41 [DEBUG] Tick 21300: pop=17, food=7.1, stability=0.68
15:32:51 [DEBUG] Tick 21400: pop=17, food=8.0, stability=0.68
15:33:01 [DEBUG] Tick 21500: pop=17, food=8.5, stability=0.68
15:33:11 [DEBUG] Tick 21600: pop=17, food=7.9, stability=0.68
15:33:21 [DEBUG] Tick 21700: pop=17, food=11.2, stability=0.68
15:33:31 [DEBUG] Tick 21800: pop=17, food=11.1, stability=0.68
15:33:41 [DEBUG] Tick 21900: pop=17, food=8.1, stability=0.68
15:33:51 [DEBUG] Tick 22000: pop=17, food=8.0, stability=0.68
15:34:01 [DEBUG] Tick 22100: pop=17, food=22.2, stability=0.70
15:34:11 [DEBUG] Tick 22200: pop=17, food=17.9, stability=0.69
15:34:21 [DEBUG] Tick 22300: pop=17, food=22.0, stability=0.70
15:34:31 [DEBUG] Tick 22400: pop=17, food=8.4, stability=0.68
15:34:41 [DEBUG] Tick 22500: pop=17, food=12.8, stability=0.69
15:34:51 [DEBUG] Tick 22600: pop=17, food=8.4, stability=0.68
15:35:01 [DEBUG] Tick 22700: pop=17, food=21.7, stability=0.70
15:35:11 [DEBUG] Tick 22800: pop=17, food=19.2, stability=0.69
15:35:21 [DEBUG] Tick 22900: pop=17, food=13.5, stability=0.69
15:35:31 [DEBUG] Tick 23000: pop=17, food=26.0, stability=0.70
15:35:41 [DEBUG] Tick 23100: pop=17, food=22.1, stability=0.70
15:35:51 [DEBUG] Tick 23200: pop=17, food=37.0, stability=0.72
15:36:01 [DEBUG] Tick 23300: pop=17, food=42.8, stability=0.72
15:36:11 [DEBUG] Tick 23400: pop=17, food=64.5, stability=0.75
15:36:21 [DEBUG] Tick 23500: pop=17, food=116.0, stability=0.82
15:36:31 [DEBUG] Tick 23600: pop=17, food=99.7, stability=0.80
15:36:41 [DEBUG] Tick 23700: pop=18, food=108.5, stability=0.82
15:36:51 [DEBUG] Tick 23800: pop=18, food=49.1, stability=0.74
15:37:01 [DEBUG] Tick 23900: pop=18, food=8.8, stability=0.69
15:37:11 [DEBUG] Tick 24000: pop=18, food=14.1, stability=0.70
15:37:11 [INFO] Auto-saved to saves\autosave.json
15:37:21 [DEBUG] Tick 24100: pop=18, food=16.8, stability=0.70
15:37:31 [DEBUG] Tick 24200: pop=18, food=11.8, stability=0.70
15:37:41 [DEBUG] Tick 24300: pop=18, food=12.5, stability=0.70
15:37:51 [DEBUG] Tick 24400: pop=18, food=18.0, stability=0.71
15:38:01 [DEBUG] Tick 24500: pop=18, food=41.7, stability=0.74
15:38:11 [DEBUG] Tick 24600: pop=18, food=52.7, stability=0.75
15:38:21 [DEBUG] Tick 24700: pop=18, food=45.6, stability=0.74
15:38:31 [DEBUG] Tick 24800: pop=18, food=58.6, stability=0.76
15:38:41 [DEBUG] Tick 24900: pop=18, food=10.1, stability=0.70
15:38:51 [DEBUG] Tick 25000: pop=18, food=31.9, stability=0.72
15:39:01 [DEBUG] Tick 25100: pop=18, food=43.2, stability=0.74
15:39:11 [DEBUG] Tick 25200: pop=18, food=61.5, stability=0.76
15:39:21 [DEBUG] Tick 25300: pop=19, food=81.0, stability=0.80
15:39:31 [DEBUG] Tick 25400: pop=19, food=8.7, stability=0.71
15:39:41 [DEBUG] Tick 25500: pop=19, food=9.0, stability=0.71
15:39:51 [DEBUG] Tick 25600: pop=19, food=9.3, stability=0.71
15:40:01 [DEBUG] Tick 25700: pop=19, food=14.1, stability=0.71
15:40:11 [DEBUG] Tick 25800: pop=19, food=9.2, stability=0.71
15:40:21 [DEBUG] Tick 25900: pop=19, food=36.5, stability=0.74
15:40:31 [DEBUG] Tick 26000: pop=19, food=53.6, stability=0.76
15:40:41 [DEBUG] Tick 26100: pop=19, food=15.6, stability=0.72
15:40:51 [DEBUG] Tick 26200: pop=19, food=10.1, stability=0.71
15:41:01 [DEBUG] Tick 26300: pop=19, food=13.0, stability=0.71
15:41:11 [DEBUG] Tick 26400: pop=19, food=9.8, stability=0.71
15:41:21 [DEBUG] Tick 26500: pop=19, food=31.5, stability=0.73
15:41:31 [DEBUG] Tick 26600: pop=19, food=29.1, stability=0.73
15:41:41 [DEBUG] Tick 26700: pop=19, food=11.0, stability=0.71
15:41:51 [DEBUG] Tick 26800: pop=19, food=9.7, stability=0.71
15:42:01 [DEBUG] Tick 26900: pop=19, food=43.2, stability=0.75
15:42:11 [DEBUG] Tick 27000: pop=19, food=67.7, stability=0.78
15:42:11 [INFO] Auto-saved to saves\autosave.json
15:42:21 [DEBUG] Tick 27100: pop=19, food=112.4, stability=0.84
15:42:31 [DEBUG] Tick 27200: pop=19, food=152.1, stability=0.89
15:42:41 [DEBUG] Tick 27300: pop=19, food=209.8, stability=0.95
15:42:51 [DEBUG] Tick 27400: pop=19, food=237.3, stability=0.95
15:43:01 [DEBUG] Tick 27500: pop=20, food=218.7, stability=0.96
15:43:11 [DEBUG] Tick 27600: pop=20, food=129.5, stability=0.87
15:43:21 [DEBUG] Tick 27700: pop=20, food=92.6, stability=0.82
15:43:31 [DEBUG] Tick 27800: pop=20, food=13.3, stability=0.72
15:43:41 [DEBUG] Tick 27900: pop=20, food=26.5, stability=0.74
15:43:51 [DEBUG] Tick 28000: pop=20, food=16.9, stability=0.73
15:44:01 [DEBUG] Tick 28100: pop=20, food=13.3, stability=0.72
15:44:11 [DEBUG] Tick 28200: pop=20, food=44.6, stability=0.76
15:44:21 [DEBUG] Tick 28300: pop=20, food=39.6, stability=0.76
15:44:31 [DEBUG] Tick 28400: pop=20, food=54.3, stability=0.78
15:44:41 [DEBUG] Tick 28500: pop=20, food=62.3, stability=0.79
15:44:51 [DEBUG] Tick 28600: pop=20, food=97.5, stability=0.83
15:45:01 [DEBUG] Tick 28700: pop=20, food=145.0, stability=0.89
15:45:11 [DEBUG] Tick 28800: pop=20, food=148.0, stability=0.89
15:45:21 [DEBUG] Tick 28900: pop=21, food=110.5, stability=0.85
15:45:31 [DEBUG] Tick 29000: pop=21, food=18.2, stability=0.73
15:45:41 [DEBUG] Tick 29100: pop=21, food=11.2, stability=0.72
15:45:51 [DEBUG] Tick 29200: pop=21, food=10.3, stability=0.72
15:46:01 [DEBUG] Tick 29300: pop=21, food=11.1, stability=0.72
15:46:11 [DEBUG] Tick 29400: pop=21, food=31.5, stability=0.75
15:46:21 [DEBUG] Tick 29500: pop=21, food=10.1, stability=0.72
15:46:31 [DEBUG] Tick 29600: pop=21, food=11.0, stability=0.72
15:46:41 [DEBUG] Tick 29700: pop=21, food=10.4, stability=0.72
15:46:51 [DEBUG] Tick 29800: pop=21, food=17.8, stability=0.73
15:47:01 [DEBUG] Tick 29900: pop=21, food=12.9, stability=0.73
15:47:11 [DEBUG] Tick 30000: pop=21, food=14.4, stability=0.73
15:47:11 [INFO] Auto-saved to saves\autosave.json
15:47:21 [DEBUG] Tick 30100: pop=21, food=20.2, stability=0.74
15:47:31 [DEBUG] Tick 30200: pop=21, food=9.7, stability=0.72
15:47:41 [DEBUG] Tick 30300: pop=21, food=12.9, stability=0.73
15:47:51 [DEBUG] Tick 30400: pop=21, food=9.9, stability=0.72
15:48:01 [DEBUG] Tick 30500: pop=21, food=9.9, stability=0.72
15:48:11 [DEBUG] Tick 30600: pop=21, food=9.7, stability=0.72
15:48:21 [DEBUG] Tick 30700: pop=21, food=10.1, stability=0.72
15:48:31 [DEBUG] Tick 30800: pop=21, food=19.9, stability=0.73
15:48:41 [DEBUG] Tick 30900: pop=21, food=18.5, stability=0.73
15:48:51 [DEBUG] Tick 31000: pop=21, food=46.4, stability=0.77
15:49:01 [DEBUG] Tick 31100: pop=21, food=42.2, stability=0.76
15:49:11 [DEBUG] Tick 31200: pop=21, food=11.9, stability=0.72
15:49:21 [DEBUG] Tick 31300: pop=21, food=16.6, stability=0.73
15:49:31 [DEBUG] Tick 31400: pop=21, food=14.5, stability=0.73
15:49:41 [DEBUG] Tick 31500: pop=21, food=13.7, stability=0.73
15:49:51 [DEBUG] Tick 31600: pop=21, food=11.7, stability=0.72
15:50:01 [DEBUG] Tick 31700: pop=21, food=11.8, stability=0.72
15:50:11 [DEBUG] Tick 31800: pop=21, food=40.6, stability=0.76
15:50:21 [DEBUG] Tick 31900: pop=21, food=34.2, stability=0.75
15:50:31 [DEBUG] Tick 32000: pop=21, food=11.3, stability=0.72
15:50:41 [DEBUG] Tick 32100: pop=21, food=11.7, stability=0.72
15:50:51 [DEBUG] Tick 32200: pop=21, food=11.7, stability=0.72
15:51:01 [DEBUG] Tick 32300: pop=21, food=10.7, stability=0.72
15:51:11 [DEBUG] Tick 32400: pop=21, food=12.1, stability=0.73
15:51:21 [DEBUG] Tick 32500: pop=21, food=9.8, stability=0.72
15:51:31 [DEBUG] Tick 32600: pop=21, food=17.8, stability=0.73
15:51:41 [DEBUG] Tick 32700: pop=21, food=17.5, stability=0.73
15:51:51 [DEBUG] Tick 32800: pop=21, food=22.4, stability=0.74
15:52:01 [DEBUG] Tick 32900: pop=21, food=10.5, stability=0.72
15:52:11 [DEBUG] Tick 33000: pop=21, food=19.9, stability=0.73
15:52:11 [INFO] Auto-saved to saves\autosave.json
15:52:21 [DEBUG] Tick 33100: pop=21, food=56.2, stability=0.78
15:52:31 [DEBUG] Tick 33200: pop=21, food=46.8, stability=0.77
15:52:41 [DEBUG] Tick 33300: pop=21, food=12.1, stability=0.72
15:52:51 [DEBUG] Tick 33400: pop=21, food=10.7, stability=0.72
15:53:01 [DEBUG] Tick 33500: pop=21, food=41.1, stability=0.76
15:53:11 [DEBUG] Tick 33600: pop=21, food=32.2, stability=0.75
15:53:21 [DEBUG] Tick 33700: pop=21, food=43.4, stability=0.76
15:53:31 [DEBUG] Tick 33800: pop=21, food=73.6, stability=0.80
15:53:41 [DEBUG] Tick 33900: pop=21, food=96.3, stability=0.83
15:53:51 [DEBUG] Tick 34000: pop=21, food=76.8, stability=0.81
15:54:01 [DEBUG] Tick 34100: pop=21, food=38.6, stability=0.76
15:54:11 [DEBUG] Tick 34200: pop=21, food=43.9, stability=0.76
15:54:21 [DEBUG] Tick 34300: pop=21, food=10.7, stability=0.72
15:54:31 [DEBUG] Tick 34400: pop=21, food=73.1, stability=0.80
15:54:41 [DEBUG] Tick 34500: pop=21, food=56.7, stability=0.78
15:54:51 [DEBUG] Tick 34600: pop=21, food=67.8, stability=0.79
15:55:01 [DEBUG] Tick 34700: pop=21, food=62.1, stability=0.79
15:55:11 [DEBUG] Tick 34800: pop=21, food=21.1, stability=0.74
15:55:21 [DEBUG] Tick 34900: pop=21, food=14.3, stability=0.73
15:55:31 [DEBUG] Tick 35000: pop=21, food=14.0, stability=0.73
15:55:41 [DEBUG] Tick 35100: pop=21, food=39.2, stability=0.76
15:55:51 [DEBUG] Tick 35200: pop=21, food=22.8, stability=0.74
15:56:01 [DEBUG] Tick 35300: pop=21, food=23.8, stability=0.74
15:56:11 [DEBUG] Tick 35400: pop=21, food=19.4, stability=0.73
